lakeid,sampledate,depth,flag,param,value
ME,2021-6-16,16,,NO3NO2_SLOH,0.672
ME,2021-6-16,20,,NO3NO2_SLOH,0.380
ME,2021-6-30,0,,DRSIF_SLOH,1.690
ME,2021-6-30,4,,DRSIF_SLOH,1.510
ME,2021-6-30,0,Q,DRP_SLOH,0.003
ME,2021-6-30,4,Q,DRP_SLOH,0.003
ME,2021-6-30,0,,NO3NO2_SLOH,0.205
ME,2021-6-30,4,,NO3NO2_SLOH,0.405
ME,2021-7-16,0,,DRSIF_SLOH,1.920
ME,2021-7-16,4,,DRSIF_SLOH,1.880
ME,2021-7-16,8,,DRSIF_SLOH,1.920
ME,2021-7-16,12,,DRSIF_SLOH,3.100
ME,2021-7-16,16,,DRSIF_SLOH,3.240
ME,2021-7-16,20,,DRSIF_SLOH,3.650
ME,2021-7-16,0,S,DRP_SLOH,0.000
ME,2021-7-16,4,Q,DRP_SLOH,0.003
ME,2021-7-16,8,Q,DRP_SLOH,0.003
ME,2021-7-16,12,Q,DRP_SLOH,0.088
ME,2021-7-16,16,Q,DRP_SLOH,0.234
ME,2021-7-16,20,Q,DRP_SLOH,0.307
ME,2021-7-16,0,S,NO3NO2_SLOH,0.000
ME,2021-7-16,4,S,NO3NO2_SLOH,0.000
ME,2021-7-16,8,,NO3NO2_SLOH,0.184
ME,2021-7-16,12,,NO3NO2_SLOH,0.517
ME,2021-7-16,16,,NO3NO2_SLOH,0.111
ME,2021-7-16,20,S,NO3NO2_SLOH,0.000
ME,2021-7-27,0,,DRSIF_SLOH,1.990
ME,2021-7-27,4,,DRSIF_SLOH,1.940
ME,2021-7-27,0,S,DRP_SLOH,0.000
ME,2021-7-27,4,,DRP_SLOH,0.003
ME,2021-7-27,0,S,NO3NO2_SLOH,0.000
ME,2021-7-27,4,S,NO3NO2_SLOH,0.000
ME,2021-8-12,12,,DRSIF_SLOH,3.130
ME,2021-8-12,16,,DRSIF_SLOH,3.510
ME,2021-8-12,20,,DRSIF_SLOH,4.330
ME,2021-8-12,12,Q,DRP_SLOH,0.087
ME,2021-8-12,16,Q,DRP_SLOH,0.241
ME,2021-8-12,20,Q,DRP_SLOH,0.401
ME,2021-8-12,12,S,NO3NO2_SLOH,0.000
ME,2021-8-12,16,S,NO3NO2_SLOH,0.000
ME,2021-8-12,20,S,NO3NO2_SLOH,0.000
ME,2021-9-10,8,,DRSIF_SLOH,2.800
ME,2021-9-10,12,,DRSIF_SLOH,3.680
ME,2021-9-10,16,,DRSIF_SLOH,4.180
ME,2021-9-10,8,S,DRP_SLOH,0.000
ME,2021-9-10,12,Q,DRP_SLOH,0.198
ME,2021-9-10,16,Q,DRP_SLOH,0.327
ME,2021-9-10,8,S,NO3NO2_SLOH,0.000
ME,2021-9-10,12,S,NO3NO2_SLOH,0.000
ME,2021-9-10,16,S,NO3NO2_SLOH,0.000
ME,2021-11-4,0,,DRSIF_SLOH,3.980
ME,2021-11-4,4,,DRSIF_SLOH,3.990
ME,2021-11-4,0,Q,DRP_SLOH,0.064
ME,2021-11-4,4,Q,DRP_SLOH,0.058
ME,2021-11-4,0,S,NO3NO2_SLOH,0.000
ME,2021-11-4,4,S,NO3NO2_SLOH,0.000
MO,2019-2-27,0,,DRSIF_SLOH,3.880
MO,2019-2-27,0,Q,DRP_SLOH,0.075
MO,2019-2-27,4,Q,DRP_SLOH,0.087
MO,2019-2-27,8,Q,DRP_SLOH,0.091
MO,2019-2-27,12,Q,DRP_SLOH,0.106
MO,2019-2-27,16,Q,DRP_SLOH,0.094
MO,2019-2-27,20,Q,DRP_SLOH,0.076
MO,2019-2-27,0,,NO3NO2_SLOH,0.668
MO,2019-2-27,4,,NO3NO2_SLOH,0.517
MO,2019-2-27,8,,NO3NO2_SLOH,0.461
MO,2019-2-27,12,,NO3NO2_SLOH,0.460
MO,2019-2-27,16,,NO3NO2_SLOH,0.822
MO,2019-2-27,20,,NO3NO2_SLOH,0.832
MO,2019-4-16,0,S,DRSIF_SLOH,0.000
MO,2019-4-16,0,Q,DRP_SLOH,0.018
MO,2019-4-16,4,Q,DRP_SLOH,0.020
MO,2019-4-16,8,Q,DRP_SLOH,0.020
MO,2019-4-16,12,Q,DRP_SLOH,0.020
MO,2019-4-16,16,Q,DRP_SLOH,0.021
MO,2019-4-16,20,Q,DRP_SLOH,0.019
MO,2019-4-16,0,,NO3NO2_SLOH,0.535
MO,2019-4-16,4,,NO3NO2_SLOH,0.532
MO,2019-4-16,8,,NO3NO2_SLOH,0.538
MO,2019-4-16,12,,NO3NO2_SLOH,0.514
MO,2019-4-16,16,,NO3NO2_SLOH,0.572
MO,2019-4-16,20,,NO3NO2_SLOH,0.521
MO,2019-4-30,4,,DRP_SLOH,0.020
MO,2019-4-30,4,,NO3NO2_SLOH,0.537
MO,2019-4-30,0,S,DRSIF_SLOH,0.000
MO,2019-4-30,0,,DRP_SLOH,0.020
MO,2019-4-30,0,,NO3NO2_SLOH,0.539
MO,2019-5-14,0,,DRSIF_SLOH,0.369
MO,2019-5-14,0,,DRP_SLOH,0.037
MO,2019-5-14,4,,DRP_SLOH,0.037
MO,2019-5-14,20,,DRP_SLOH,0.102
MO,2019-5-14,0,,NO3NO2_SLOH,0.557
MO,2019-5-14,4,,NO3NO2_SLOH,0.553
MO,2019-5-14,20,,NO3NO2_SLOH,0.421
MO,2019-5-29,0,,DRSIF_SLOH,1.020
MO,2019-5-29,0,Q,DRP_SLOH,0.052
MO,2019-5-29,4,S,DRP_SLOH,0.000
MO,2019-5-29,0,,NO3NO2_SLOH,0.528
MO,2019-5-29,4,,NO3NO2_SLOH,0.530
MO,2019-6-12,0,,DRSIF_SLOH,1.220
MO,2019-6-12,0,,DRP_SLOH,0.030
MO,2019-6-12,4,,DRP_SLOH,0.027
MO,2019-6-12,8,,DRP_SLOH,0.061
MO,2019-6-12,10,,DRP_SLOH,0.112
MO,2019-6-12,12,,DRP_SLOH,0.179
MO,2019-6-12,14,,DRP_SLOH,0.214
MO,2019-6-12,16,,DRP_SLOH,0.225
MO,2019-6-12,18,,DRP_SLOH,0.265
MO,2019-6-12,20,,DRP_SLOH,0.266
MO,2019-6-12,0,,NO3NO2_SLOH,0.474
MO,2019-6-12,4,,NO3NO2_SLOH,0.482
MO,2019-6-12,8,,NO3NO2_SLOH,0.497
MO,2019-6-12,10,,NO3NO2_SLOH,0.431
MO,2019-6-12,12,,NO3NO2_SLOH,0.345
MO,2019-6-12,14,,NO3NO2_SLOH,0.293
MO,2019-6-12,16,,NO3NO2_SLOH,0.201
MO,2019-6-12,18,,NO3NO2_SLOH,0.176
MO,2019-6-12,20,,NO3NO2_SLOH,0.164
MO,2019-6-26,0,,DRSIF_SLOH,1.540
MO,2019-6-26,0,,DRP_SLOH,0.021
MO,2019-6-26,4,,DRP_SLOH,0.033
MO,2019-6-26,0,,NO3NO2_SLOH,0.306
MO,2019-6-26,4,,NO3NO2_SLOH,0.336
MO,2019-7-10,0,,DRSIF_SLOH,2.070
MO,2019-7-10,0,Q,DRP_SLOH,0.008
MO,2019-7-10,16,Q,DRP_SLOH,0.372
MO,2019-7-10,14,Q,DRP_SLOH,0.359
MO,2019-7-10,12,Q,DRP_SLOH,0.285
MO,2019-7-10,10,Q,DRP_SLOH,0.206
MO,2019-7-10,8,Q,DRP_SLOH,0.096
MO,2019-7-10,4,S,DRP_SLOH,0.000
MO,2019-7-10,20,Q,DRP_SLOH,0.421
MO,2019-7-10,18,Q,DRP_SLOH,0.413
MO,2019-7-10,0,,NO3NO2_SLOH,0.053
MO,2019-7-10,16,S,NO3NO2_SLOH,0.000
MO,2019-7-10,14,S,NO3NO2_SLOH,0.000
MO,2019-7-10,12,S,NO3NO2_SLOH,0.000
MO,2019-7-10,10,,NO3NO2_SLOH,0.198
MO,2019-7-10,8,,NO3NO2_SLOH,0.318
MO,2019-7-10,4,,NO3NO2_SLOH,0.072
MO,2019-7-10,20,S,NO3NO2_SLOH,0.000
MO,2019-7-10,18,S,NO3NO2_SLOH,0.000
MO,2019-7-23,0,,DRSIF_SLOH,2.520
MO,2019-7-23,0,S,DRP_SLOH,0.000
MO,2019-7-23,4,S,DRP_SLOH,0.000
MO,2019-7-23,0,S,NO3NO2_SLOH,0.000
MO,2019-7-23,4,S,NO3NO2_SLOH,0.000
MO,2019-8-6,0,,DRSIF_SLOH,2.470
MO,2019-8-6,0,,DRP_SLOH,0.006
MO,2019-8-6,4,,DRP_SLOH,0.006
MO,2019-8-6,8,,DRP_SLOH,0.033
MO,2019-8-6,10,,DRP_SLOH,0.289
MO,2019-8-6,12,,DRP_SLOH,0.397
MO,2019-8-6,14,,DRP_SLOH,0.472
MO,2019-8-6,16,,DRP_SLOH,0.491
MO,2019-8-6,18,,DRP_SLOH,0.517
MO,2019-8-6,20,,DRP_SLOH,0.519
MO,2019-8-6,0,S,NO3NO2_SLOH,0.000
MO,2019-8-6,4,S,NO3NO2_SLOH,0.000
MO,2019-8-6,8,S,NO3NO2_SLOH,0.000
MO,2019-8-6,10,S,NO3NO2_SLOH,0.000
MO,2019-8-6,12,S,NO3NO2_SLOH,0.000
MO,2019-8-6,14,S,NO3NO2_SLOH,0.000
MO,2019-8-6,16,S,NO3NO2_SLOH,0.000
MO,2019-8-6,18,S,NO3NO2_SLOH,0.000
MO,2019-8-6,20,S,NO3NO2_SLOH,0.000
MO,2019-8-21,0,,DRSIF_SLOH,2.850
MO,2019-8-21,0,S,DRP_SLOH,0.000
MO,2019-8-21,4,Q,DRP_SLOH,0.005
MO,2019-8-21,0,S,NO3NO2_SLOH,0.000
MO,2019-8-21,4,S,NO3NO2_SLOH,0.000
MO,2019-9-5,0,,DRSIF_SLOH,3.220
MO,2019-9-5,0,S,DRP_SLOH,0.000
MO,2019-9-5,4,S,DRP_SLOH,0.000
MO,2019-9-5,8,S,DRP_SLOH,0.000
MO,2019-9-5,10,Q,DRP_SLOH,0.211
MO,2019-9-5,12,Q,DRP_SLOH,0.390
MO,2019-9-5,14,Q,DRP_SLOH,0.472
MO,2019-9-5,16,Q,DRP_SLOH,0.534
MO,2019-9-5,18,Q,DRP_SLOH,0.568
MO,2019-9-5,20,Q,DRP_SLOH,0.578
MO,2019-9-5,0,S,NO3NO2_SLOH,0.000
MO,2019-9-5,4,S,NO3NO2_SLOH,0.000
MO,2019-9-5,8,S,NO3NO2_SLOH,0.000
MO,2019-9-5,10,S,NO3NO2_SLOH,0.000
MO,2019-9-5,12,S,NO3NO2_SLOH,0.000
MO,2019-9-5,14,S,NO3NO2_SLOH,0.000
MO,2019-9-5,16,S,NO3NO2_SLOH,0.000
MO,2019-9-5,18,S,NO3NO2_SLOH,0.000
MO,2019-9-5,20,S,NO3NO2_SLOH,0.000
MO,2019-10-7,0,,DRSIF_SLOH,3.880
MO,2019-10-7,0,Q,DRP_SLOH,0.056
MO,2019-10-7,20,Q,DRP_SLOH,0.680
MO,2019-10-7,4,Q,DRP_SLOH,0.040
MO,2019-10-7,0,S,NO3NO2_SLOH,0.000
MO,2019-10-7,20,S,NO3NO2_SLOH,0.000
MO,2019-10-7,4,S,NO3NO2_SLOH,0.000
MO,2019-10-29,0,,DRSIF_SLOH,3.610
MO,2019-10-29,0,,DRP_SLOH,0.101
MO,2019-10-29,20,,DRP_SLOH,0.097
MO,2019-10-29,4,,DRP_SLOH,0.096
MO,2019-10-29,0,,NO3NO2_SLOH,0.081
MO,2019-10-29,20,,NO3NO2_SLOH,0.097
MO,2019-10-29,4,,NO3NO2_SLOH,0.094
MO,2019-11-25,0,,DRSIF_SLOH,1.690
MO,2019-11-25,0,Q,DRP_SLOH,0.089
MO,2019-11-25,4,Q,DRP_SLOH,0.088
MO,2019-11-25,0,,NO3NO2_SLOH,0.202
MO,2019-11-25,4,,NO3NO2_SLOH,0.211
MO,2020-5-12,0,,DRSIF_SLOH,0.821
MO,2020-5-12,20,,DRSIF_SLOH,1.350
MO,2020-5-12,4,,DRSIF_SLOH,0.819
MO,2020-5-12,0,,DRP_SLOH,0.054
MO,2020-5-12,20,,DRP_SLOH,0.071
MO,2020-5-12,4,,DRP_SLOH,0.044
MO,2020-5-12,0,,NO3NO2_SLOH,0.369
MO,2020-5-12,20,,NO3NO2_SLOH,0.308
MO,2020-5-12,4,,NO3NO2_SLOH,0.342
MO,2020-7-9,0,,DRSIF_SLOH,2.120
MO,2020-7-9,4,,DRSIF_SLOH,2.130
MO,2020-7-9,8,,DRSIF_SLOH,2.820
MO,2020-7-9,12,,DRSIF_SLOH,4.370
MO,2020-7-9,20,,DRSIF_SLOH,6.020
MO,2020-7-9,0,,DRP_SLOH,0.005
MO,2020-7-9,4,,DRP_SLOH,0.006
MO,2020-7-9,8,,DRP_SLOH,0.095
MO,2020-7-9,12,,DRP_SLOH,0.280
MO,2020-7-9,20,,DRP_SLOH,0.412
MO,2020-7-9,0,S,NO3NO2_SLOH,0.000
MO,2020-7-9,4,S,NO3NO2_SLOH,0.000
MO,2020-7-9,8,,NO3NO2_SLOH,0.142
MO,2020-7-9,12,S,NO3NO2_SLOH,0.000
MO,2020-7-9,20,S,NO3NO2_SLOH,0.000
MO,2020-9-17,0,,DRSIF_SLOH,3.150
MO,2020-9-17,4,,DRSIF_SLOH,3.220
MO,2020-9-17,8,,DRSIF_SLOH,3.210
MO,2020-9-17,12,,DRSIF_SLOH,5.540
MO,2020-9-17,20,,DRSIF_SLOH,8.660
MO,2020-9-17,0,Q,DRP_SLOH,0.010
MO,2020-9-17,4,Q,DRP_SLOH,0.014
MO,2020-9-17,8,Q,DRP_SLOH,0.012
MO,2020-9-17,12,Q,DRP_SLOH,0.243
MO,2020-9-17,20,Q,DRP_SLOH,0.559
MO,2020-9-17,0,S,NO3NO2_SLOH,0.000
MO,2020-9-17,4,S,NO3NO2_SLOH,0.000
MO,2020-9-17,8,S,NO3NO2_SLOH,0.000
MO,2020-9-17,12,S,NO3NO2_SLOH,0.000
MO,2020-9-17,20,S,NO3NO2_SLOH,0.000
MO,2020-11-5,16,,DRSIF_SLOH,0.248
MO,2020-11-5,0,,DRSIF_SLOH,0.165
MO,2020-11-5,4,,DRSIF_SLOH,0.215
MO,2020-11-5,8,,DRSIF_SLOH,0.247
MO,2020-11-5,12,,DRSIF_SLOH,0.236
MO,2020-11-5,20,,DRSIF_SLOH,0.263
MO,2020-11-5,16,Q,DRP_SLOH,0.042
MO,2020-11-5,0,Q,DRP_SLOH,0.036
MO,2020-11-5,4,Q,DRP_SLOH,0.037
MO,2020-11-5,8,Q,DRP_SLOH,0.039
MO,2020-11-5,12,Q,DRP_SLOH,0.040
MO,2020-11-5,20,Q,DRP_SLOH,0.039
MO,2020-11-5,16,,NO3NO2_SLOH,0.088
MO,2020-11-5,0,,NO3NO2_SLOH,0.098
MO,2020-11-5,4,,NO3NO2_SLOH,0.090
MO,2020-11-5,8,,NO3NO2_SLOH,0.090
MO,2020-11-5,12,,NO3NO2_SLOH,0.087
MO,2020-11-5,20,,NO3NO2_SLOH,0.091
MO,2021-3-3,16,,DRSIF_SLOH,8.260
MO,2021-3-3,0,,DRSIF_SLOH,0.352
MO,2021-3-3,4,,DRSIF_SLOH,0.363
MO,2021-3-3,8,,DRSIF_SLOH,0.777
MO,2021-3-3,12,,DRSIF_SLOH,3.120
MO,2021-3-3,20,,DRSIF_SLOH,10.400
MO,2021-3-3,16,,DRP_SLOH,0.196
MO,2021-3-3,0,,DRP_SLOH,0.063
MO,2021-3-3,4,,DRP_SLOH,0.063
MO,2021-3-3,8,,DRP_SLOH,0.067
MO,2021-3-3,12,,DRP_SLOH,0.155
MO,2021-3-3,20,Q,DRP_SLOH,0.307
MO,2021-3-3,16,,NO3NO2_SLOH,0.372
MO,2021-3-3,0,,NO3NO2_SLOH,0.293
MO,2021-3-3,4,,NO3NO2_SLOH,0.292
MO,2021-3-3,8,,NO3NO2_SLOH,0.315
MO,2021-3-3,12,,NO3NO2_SLOH,0.267
MO,2021-3-3,20,,NO3NO2_SLOH,0.182
MO,2021-4-28,16,,DRSIF_SLOH,0.861
MO,2021-4-28,0,,DRSIF_SLOH,0.778
MO,2021-4-28,4,,DRSIF_SLOH,0.756
MO,2021-4-28,20,,DRSIF_SLOH,0.939
MO,2021-4-28,16,Q,DRP_SLOH,0.046
MO,2021-4-28,0,Q,DRP_SLOH,0.035
MO,2021-4-28,4,Q,DRP_SLOH,0.052
MO,2021-4-28,20,Q,DRP_SLOH,0.052
MO,2021-4-28,16,,NO3NO2_SLOH,0.317
MO,2021-4-28,0,,NO3NO2_SLOH,0.313
MO,2021-4-28,4,,NO3NO2_SLOH,0.319
MO,2021-4-28,20,,NO3NO2_SLOH,0.333
MO,2021-6-4,0,,DRSIF_SLOH,1.950
MO,2021-6-4,4,,DRSIF_SLOH,1.930
MO,2021-6-4,0,Q,DRP_SLOH,0.038
MO,2021-6-4,4,Q,DRP_SLOH,0.039
MO,2021-6-4,0,,NO3NO2_SLOH,0.249
MO,2021-6-4,4,,NO3NO2_SLOH,0.236
MO,2021-6-15,16,,DRSIF_SLOH,5.770
MO,2021-6-15,0,,DRSIF_SLOH,2.170
MO,2021-6-15,4,,DRSIF_SLOH,2.100
MO,2021-6-15,8,,DRSIF_SLOH,2.990
MO,2021-6-15,20,,DRSIF_SLOH,5.960
MO,2021-6-15,16,Q,DRP_SLOH,0.246
MO,2021-6-15,0,Q,DRP_SLOH,0.004
MO,2021-6-15,4,Q,DRP_SLOH,0.005
MO,2021-6-15,8,Q,DRP_SLOH,0.080
MO,2021-6-15,20,Q,DRP_SLOH,0.258
MO,2021-6-15,16,S,NO3NO2_SLOH,0.000
MO,2021-6-15,0,S,NO3NO2_SLOH,0.000
MO,2021-6-15,4,S,NO3NO2_SLOH,0.000
MO,2021-6-15,8,,NO3NO2_SLOH,0.226
MO,2021-6-15,20,S,NO3NO2_SLOH,0.000
MO,2021-7-2,0,,DRSIF_SLOH,2.810
MO,2021-7-2,4,,DRSIF_SLOH,2.740
MO,2021-7-2,0,Q,DRP_SLOH,0.004
MO,2021-7-2,4,Q,DRP_SLOH,0.005
MO,2021-7-2,0,S,NO3NO2_SLOH,0.000
MO,2021-7-2,4,S,NO3NO2_SLOH,0.000
MO,2021-7-19,16,,DRSIF_SLOH,7.760
MO,2021-7-19,0,,DRSIF_SLOH,3.090
MO,2021-7-19,4,,DRSIF_SLOH,3.430
MO,2021-7-19,8,,DRSIF_SLOH,3.900
MO,2021-7-19,12,,DRSIF_SLOH,6.350
MO,2021-7-19,20,,DRSIF_SLOH,8.440
MO,2021-7-19,16,Q,DRP_SLOH,0.436
MO,2021-7-19,0,Q,DRP_SLOH,0.003
MO,2021-7-19,4,Q,DRP_SLOH,0.015
MO,2021-7-19,8,Q,DRP_SLOH,0.074
MO,2021-7-19,12,Q,DRP_SLOH,0.346
MO,2021-7-19,20,Q,DRP_SLOH,0.470
MO,2021-7-19,16,S,NO3NO2_SLOH,0.000
MO,2021-7-19,0,S,NO3NO2_SLOH,0.000
MO,2021-7-19,4,S,NO3NO2_SLOH,0.000
MO,2021-7-19,8,S,NO3NO2_SLOH,0.000
MO,2021-7-19,12,S,NO3NO2_SLOH,0.000
MO,2021-7-19,20,S,NO3NO2_SLOH,0.000
MO,2021-7-30,0,,DRSIF_SLOH,3.230
MO,2021-7-30,4,,DRSIF_SLOH,3.130
MO,2021-7-30,0,Q,DRP_SLOH,0.003
MO,2021-7-30,4,S,DRP_SLOH,0.000
MO,2021-7-30,0,S,NO3NO2_SLOH,0.000
MO,2021-7-30,4,S,NO3NO2_SLOH,0.000
MO,2021-8-13,16,,DRSIF_SLOH,8.180
MO,2021-8-13,0,,DRSIF_SLOH,3.150
MO,2021-8-13,4,,DRSIF_SLOH,3.160
MO,2021-8-13,8,,DRSIF_SLOH,3.290
MO,2021-8-13,12,,DRSIF_SLOH,6.750
MO,2021-8-13,20,,DRSIF_SLOH,8.360
MO,2021-8-13,16,Q,DRP_SLOH,0.498
MO,2021-8-13,0,Q,DRP_SLOH,0.003
MO,2021-8-13,4,Q,DRP_SLOH,0.004
MO,2021-8-13,8,Q,DRP_SLOH,0.005
MO,2021-8-13,12,Q,DRP_SLOH,0.398
MO,2021-8-13,20,Q,DRP_SLOH,0.511
MO,2021-8-13,16,S,NO3NO2_SLOH,0.000
MO,2021-8-13,0,S,NO3NO2_SLOH,0.000
MO,2021-8-13,4,S,NO3NO2_SLOH,0.000
MO,2021-8-13,8,S,NO3NO2_SLOH,0.000
MO,2021-8-13,12,S,NO3NO2_SLOH,0.000
MO,2021-8-13,20,S,NO3NO2_SLOH,0.000
MO,2021-9-9,16,,DRSIF_SLOH,8.860
MO,2021-9-9,8,,DRSIF_SLOH,3.730
MO,2021-9-9,12,,DRSIF_SLOH,7.400
MO,2021-9-9,16,Q,DRP_SLOH,0.525
MO,2021-9-9,8,S,DRP_SLOH,0.000
MO,2021-9-9,12,Q,DRP_SLOH,0.423
MO,2021-9-9,16,S,NO3NO2_SLOH,0.000
MO,2021-9-9,8,S,NO3NO2_SLOH,0.000
MO,2021-9-9,12,S,NO3NO2_SLOH,0.000
WA,2019-3-6,0,,DRSIF_SLOH,3.850
WA,2019-3-6,0,Q,DRP_SLOH,0.070
WA,2019-3-6,0,,NO3NO2_SLOH,0.614
WA,2019-4-18,0,S,DRSIF_SLOH,0.000
WA,2019-4-18,0,S,DRP_SLOH,0.000
WA,2019-4-18,0,,NO3NO2_SLOH,0.500
WA,2019-6-25,0,,DRSIF_SLOH,4.440
WA,2019-6-25,0,Q,DRP_SLOH,0.057
WA,2019-6-25,0,,NO3NO2_SLOH,0.139
WA,2019-7-9,0,,DRSIF_SLOH,4.200
WA,2019-7-9,0,Q,DRP_SLOH,0.012
WA,2019-7-9,0,S,NO3NO2_SLOH,0.000
WA,2019-8-9,0,,DRP_SLOH,0.006
WA,2019-8-9,0,,NO3NO2_SLOH,0.063
WA,2019-9-11,0,,DRSIF_SLOH,1.320
WA,2019-9-11,0,S,DRP_SLOH,0.000
WA,2019-9-11,0,S,NO3NO2_SLOH,0.000
WI,2019-3-1,0,,DRSIF_SLOH,7.090
WI,2019-3-1,0,S,DRP_SLOH,0.000
WI,2019-3-1,0,,NO3NO2_SLOH,0.476
WI,2019-4-18,0,,DRSIF_SLOH,4.530
WI,2019-4-18,0,S,DRP_SLOH,0.000
WI,2019-4-18,0,S,NO3NO2_SLOH,0.000
WI,2019-7-11,0,,DRSIF_SLOH,10.500
WI,2019-7-11,0,,DRP_SLOH,0.014
WI,2019-7-11,0,S,NO3NO2_SLOH,0.000
WI,2019-8-7,0,Q,DRP_SLOH,0.016
WI,2019-8-7,0,,NO3NO2_SLOH,0.048
WI,2019-9-9,0,,DRSIF_SLOH,13.900
WI,2019-9-9,0,Q,DRP_SLOH,0.007
WI,2019-9-9,0,S,NO3NO2_SLOH,0.000
WI,2019-10-30,0,,DRSIF_SLOH,13.400
WI,2019-10-30,0,Q,DRP_SLOH,0.011
WI,2019-10-30,0,,NO3NO2_SLOH,0.248
WI,2020-11-11,0,,DRSIF_SLOH,6.760
WI,2020-11-11,0,Q,DRP_SLOH,0.020
WI,2020-11-11,0,,NO3NO2_SLOH,0.176
WI,2021-2-24,0,,DRSIF_SLOH,7.900
WI,2021-2-24,0,Q,DRP_SLOH,0.006
WI,2021-2-24,0,,NO3NO2_SLOH,0.345
WI,2021-4-15,0,,DRSIF_SLOH,0.775
WI,2021-4-15,0,S,DRP_SLOH,0.000
WI,2021-4-15,0,S,NO3NO2_SLOH,0.000
WI,2021-5-12,0,,DRSIF_SLOH,3.070
WI,2021-5-12,0,Q,DRP_SLOH,0.004
WI,2021-5-12,0,S,NO3NO2_SLOH,0.000
WI,2021-6-4,0,,DRSIF_SLOH,0.524
WI,2021-6-4,0,Q,DRP_SLOH,0.006
WI,2021-6-4,0,S,NO3NO2_SLOH,0.000
WI,2021-6-17,0,,DRSIF_SLOH,6.000
WI,2021-6-17,0,,DRP_SLOH,0.005
WI,2021-6-17,0,S,NO3NO2_SLOH,0.000
WI,2021-7-2,0,,DRSIF_SLOH,8.460
WI,2021-7-2,0,Q,DRP_SLOH,0.005
WI,2021-7-2,0,S,NO3NO2_SLOH,0.000
WI,2021-7-20,0,,DRSIF_SLOH,8.040
WI,2021-7-20,0,,DRP_SLOH,0.006
WI,2021-7-20,0,S,NO3NO2_SLOH,0.000
WI,2021-7-29,0,,DRSIF_SLOH,9.160
WI,2021-7-29,0,Q,DRP_SLOH,0.006
WI,2021-7-29,0,S,NO3NO2_SLOH,0.000
